DBN,School_Name,Grade,Year,Number_Tested,Mean_Scale_Score,Not_Meeting_Pct,Partially_Meeting_Pct,Meeting_Pct
84K707,BROOKLYN PROSPECT CHARTER SCHOOL,7,2013-01-01,103,308.0,29.1,37.9,33.0
84K707,BROOKLYN PROSPECT CHARTER SCHOOL,6,2013-01-01,103,321.0,8.7,37.9,53.4
84K704,EXPLORE CHARTER SCHOOL,All Grades,2013-01-01,336,314.0,11.9,44.0,44.0
84X494,SUCCESS ACADEMY CHARTER SCHOOL - BRONX 2,All Grades,2013-01-01,97,347.0,1.0,2.1,96.9
84K704,EXPLORE CHARTER SCHOOL,8,2013-01-01,40,305.0,25.0,55.0,20.0
84X496,ICAHN CHARTER SCHOOL 4,All Grades,2013-01-01,110,328.0,3.6,32.7,63.6
84Q342,ROCHDALE EARLY ADVANTAGE CHARTER SCHOOL,3,2013-01-01,33,301.0,27.3,48.5,24.2
84K593,EXCELLENCE BOYS CHARTER SCHOOL,4,2013-01-01,67,311.0,10.4,41.8,47.8
84K740,BROOKLYN SCHOLARS CHARTER SCHOOL,4,2013-01-01,77,291.0,37.7,45.5,16.9
84K740,BROOKLYN SCHOLARS CHARTER SCHOOL,5,2013-01-01,51,292.0,47.1,41.2,11.8
84X422,ICAHN CHARTER SCHOOL 3,All Grades,2013-01-01,130,311.0,17.7,42.3,40.0
84X703,BRONX PREPARATORY CHARTER SCHOOL,8,2013-01-01,111,304.0,18.0,63.1,18.9
84K608,KINGS COLLEGIATE CHARTER SCHOOL,6,2013-01-01,66,318.0,3.0,43.9,53.0
84K775,LEADERSHIP PREPARATORY OCEAN HILL CHARTER SCHOOL,3,2013-01-01,55,338.0,0.0,20.0,80.0
84K774,ACHIEVEMENT FIRST APOLLO CHARTER SCHOOL,All Grades,2013-01-01,64,308.0,12.5,51.6,35.9
84Q705,RENAISSANCE CHARTER SCHOOL,6,2013-01-01,53,305.0,24.5,41.5,34.0
84K608,KINGS COLLEGIATE CHARTER SCHOOL,7,2013-01-01,71,316.0,15.5,42.3,42.3
84K608,KINGS COLLEGIATE CHARTER SCHOOL,5,2013-01-01,85,300.0,37.6,41.2,21.2
84X461,METROPOLITAN LIGHTHOUSE CHARTER SCHOOL,3,2013-01-01,46,318.0,8.7,39.1,52.2
84K608,KINGS COLLEGIATE CHARTER SCHOOL,8,2013-01-01,65,317.0,7.7,56.9,35.4
84X461,METROPOLITAN LIGHTHOUSE CHARTER SCHOOL,4,2013-01-01,46,308.0,23.9,28.3,47.8
84K608,KINGS COLLEGIATE CHARTER SCHOOL,All Grades,2013-01-01,287,312.0,17.4,45.6,36.9
84K769,HYDE LEADERSHIP CHARTER SCHOOL- BROOKLYN,All Grades,2013-01-01,64,300.0,21.9,48.4,29.7
84X703,BRONX PREPARATORY CHARTER SCHOOL,7,2013-01-01,77,294.0,37.7,44.2,18.2
84K626,ACHIEVEMENT FIRST BROWNSVILLE CHARTER SCHOOL,3,2013-01-01,74,306.0,9.5,58.1,32.4
84K769,HYDE LEADERSHIP CHARTER SCHOOL- BROOKLYN,3,2013-01-01,64,300.0,21.9,48.4,29.7
84K774,ACHIEVEMENT FIRST APOLLO CHARTER SCHOOL,3,2013-01-01,64,308.0,12.5,51.6,35.9
84K775,LEADERSHIP PREPARATORY OCEAN HILL CHARTER SCHOOL,All Grades,2013-01-01,55,338.0,0.0,20.0,80.0
84Q340,CHALLENGE PREPARATORY CHARTER SCHOOL,3,2013-01-01,93,305.0,22.6,37.6,39.8
84K777,OCEAN HILL COLLEGIATE CHARTER SCHOOL,5,2013-01-01,82,306.0,24.4,46.3,29.3
84X422,ICAHN CHARTER SCHOOL 3,4,2013-01-01,32,304.0,15.6,50.0,34.4
84X422,ICAHN CHARTER SCHOOL 3,5,2013-01-01,31,293.0,41.9,54.8,3.2
84K780,BROOKLYN EAST COLLEGIATE CHARTER SCHOOL,All Grades,2013-01-01,206,315.0,18.0,36.4,45.6
84K593,EXCELLENCE BOYS CHARTER SCHOOL,5,2013-01-01,41,311.0,17.1,48.8,34.1
84K780,BROOKLYN EAST COLLEGIATE CHARTER SCHOOL,7,2013-01-01,54,330.0,7.4,25.9,66.7
84K780,BROOKLYN EAST COLLEGIATE CHARTER SCHOOL,6,2013-01-01,65,316.0,9.2,43.1,47.7
84K593,EXCELLENCE BOYS CHARTER SCHOOL,6,2013-01-01,33,319.0,0.0,60.6,39.4
84X422,ICAHN CHARTER SCHOOL 3,6,2013-01-01,33,325.0,3.0,39.4,57.6
84K780,BROOKLYN EAST COLLEGIATE CHARTER SCHOOL,5,2013-01-01,87,304.0,31.0,37.9,31.0
84X703,BRONX PREPARATORY CHARTER SCHOOL,All Grades,2013-01-01,358,292.0,40.8,43.3,15.9
84K593,EXCELLENCE BOYS CHARTER SCHOOL,7,2013-01-01,31,324.0,12.9,41.9,45.2
84K777,OCEAN HILL COLLEGIATE CHARTER SCHOOL,All Grades,2013-01-01,200,315.0,15.0,44.0,41.0
84Q706,OUR WORLD NEIGHBORHOOD CHARTER SCHOOL,8,2013-01-01,71,314.0,8.5,52.1,39.4
84K777,OCEAN HILL COLLEGIATE CHARTER SCHOOL,7,2013-01-01,56,333.0,3.6,33.9,62.5
84K593,EXCELLENCE BOYS CHARTER SCHOOL,8,2013-01-01,23,326.0,4.3,39.1,56.5
84K593,EXCELLENCE BOYS CHARTER SCHOOL,All Grades,2013-01-01,273,316.0,10.6,42.5,46.9
84K777,OCEAN HILL COLLEGIATE CHARTER SCHOOL,6,2013-01-01,62,310.0,12.9,50.0,37.1
84X461,METROPOLITAN LIGHTHOUSE CHARTER SCHOOL,All Grades,2013-01-01,92,313.0,16.3,33.7,50.0
84X488,THE EQUALITY CHARTER SCHOOL,8,2013-01-01,78,304.0,15.4,65.4,19.2
84K626,ACHIEVEMENT FIRST BROWNSVILLE CHARTER SCHOOL,4,2013-01-01,76,307.0,15.8,35.5,48.7
84X482,DR. RICHARD IZQUIERDO HEALTH AND SCIENCE CHARTER S,6,2013-01-01,64,286.0,42.2,48.4,9.4
84K742,EXPLORE EMPOWER CHARTER SCHOOL,All Grades,2013-01-01,178,304.0,30.9,32.6,36.5
84Q341,RIVERTON STREET CHARTER SCHOOL,3,2013-01-01,78,316.0,12.8,41.0,46.2
84K648,BEDFORD STUYVESANT COLLEGIATE CHARTER SCHOOL,7,2013-01-01,61,317.0,6.6,52.5,41.0
84K742,EXPLORE EMPOWER CHARTER SCHOOL,5,2013-01-01,60,303.0,40.0,31.7,28.3
84K742,EXPLORE EMPOWER CHARTER SCHOOL,4,2013-01-01,59,315.0,13.6,30.5,55.9
84K742,EXPLORE EMPOWER CHARTER SCHOOL,3,2013-01-01,59,293.0,39.0,35.6,25.4
84K648,BEDFORD STUYVESANT COLLEGIATE CHARTER SCHOOL,8,2013-01-01,53,316.0,7.5,50.9,41.5
84K648,BEDFORD STUYVESANT COLLEGIATE CHARTER SCHOOL,6,2013-01-01,76,312.0,15.8,42.1,42.1
84X487,GIRLS PREPARATORY CHARTER SCHOOL OF THE BRONX,All Grades,2013-01-01,147,303.0,21.1,46.9,32.0
84X488,THE EQUALITY CHARTER SCHOOL,6,2013-01-01,78,288.0,43.6,38.5,17.9
84K740,BROOKLYN SCHOLARS CHARTER SCHOOL,All Grades,2013-01-01,254,296.0,32.7,44.5,22.8
84K649,LA CIMA CHARTER SCHOOL,3,2013-01-01,65,293.0,33.8,44.6,21.5
84X488,THE EQUALITY CHARTER SCHOOL,7,2013-01-01,78,296.0,41.0,47.4,11.5
84K740,BROOKLYN SCHOLARS CHARTER SCHOOL,7,2013-01-01,26,293.0,30.8,65.4,3.8
84K740,BROOKLYN SCHOLARS CHARTER SCHOOL,6,2013-01-01,26,293.0,30.8,46.2,23.1
84K649,LA CIMA CHARTER SCHOOL,4,2013-01-01,58,302.0,22.4,44.8,32.8
84K648,BEDFORD STUYVESANT COLLEGIATE CHARTER SCHOOL,All Grades,2013-01-01,270,313.0,13.0,46.7,40.4
84Q705,RENAISSANCE CHARTER SCHOOL,4,2013-01-01,26,289.0,42.3,38.5,19.2
84X487,GIRLS PREPARATORY CHARTER SCHOOL OF THE BRONX,4,2013-01-01,73,305.0,19.2,45.2,35.6
84K744,CONEY ISLAND PREPARATORY PUBLIC CHARTER SCHOOL,5,2013-01-01,88,299.0,44.3,30.7,25.0
84K626,ACHIEVEMENT FIRST BROWNSVILLE CHARTER SCHOOL,5,2013-01-01,90,302.0,30.0,38.9,31.1
84Q340,CHALLENGE PREPARATORY CHARTER SCHOOL,All Grades,2013-01-01,93,305.0,22.6,37.6,39.8
84X482,DR. RICHARD IZQUIERDO HEALTH AND SCIENCE CHARTER S,7,2013-01-01,85,276.0,67.1,29.4,3.5
84K746,HEBREW LANGUAGE ACADEMY CHARTER SCHOOL,All Grades,2013-01-01,145,306.0,26.2,37.9,35.9
84X703,BRONX PREPARATORY CHARTER SCHOOL,6,2013-01-01,88,287.0,44.3,44.3,11.4
84X482,DR. RICHARD IZQUIERDO HEALTH AND SCIENCE CHARTER S,8,2013-01-01,81,280.0,64.2,30.9,4.9
84X482,DR. RICHARD IZQUIERDO HEALTH AND SCIENCE CHARTER S,All Grades,2013-01-01,230,281.0,59.1,35.2,5.7
84K746,HEBREW LANGUAGE ACADEMY CHARTER SCHOOL,4,2013-01-01,72,296.0,29.2,41.7,29.2
84X703,BRONX PREPARATORY CHARTER SCHOOL,5,2013-01-01,82,280.0,70.7,14.6,14.6
84K746,HEBREW LANGUAGE ACADEMY CHARTER SCHOOL,3,2013-01-01,73,315.0,23.3,34.2,42.5
84K744,CONEY ISLAND PREPARATORY PUBLIC CHARTER SCHOOL,All Grades,2013-01-01,341,309.0,25.8,34.6,39.6
84K744,CONEY ISLAND PREPARATORY PUBLIC CHARTER SCHOOL,8,2013-01-01,82,322.0,6.1,40.2,53.7
84K626,ACHIEVEMENT FIRST BROWNSVILLE CHARTER SCHOOL,All Grades,2013-01-01,240,305.0,19.2,43.8,37.1
84X487,GIRLS PREPARATORY CHARTER SCHOOL OF THE BRONX,3,2013-01-01,74,301.0,23.0,48.6,28.4
84K744,CONEY ISLAND PREPARATORY PUBLIC CHARTER SCHOOL,7,2013-01-01,85,311.0,28.2,30.6,41.2
84K744,CONEY ISLAND PREPARATORY PUBLIC CHARTER SCHOOL,6,2013-01-01,86,306.0,23.3,37.2,39.5
84K648,BEDFORD STUYVESANT COLLEGIATE CHARTER SCHOOL,5,2013-01-01,80,309.0,18.8,43.8,37.5
84Q705,RENAISSANCE CHARTER SCHOOL,5,2013-01-01,54,301.0,40.7,31.5,27.8
84K362,HELLENIC CLASSICAL CHARTER SCHOOL,8,2013-01-01,25,322.0,12.0,36.0,52.0
84Q304,VOICE CHARTER SCHOOL OF NEW YORK,All Grades,2013-01-01,149,312.0,13.4,41.6,45.0
84K333,EXPLORE EXCEED CHARTER SCHOOL,3,2013-01-01,57,307.0,12.3,49.1,38.6
84X717,ICAHN CHARTER SCHOOL,4,2013-01-01,40,318.0,5.0,45.0,50.0
84X185,BRONX LIGHTHOUSE CHARTER SCHOOL,8,2013-01-01,52,302.0,19.2,61.5,19.2
84M708,HARLEM PREP CHARTER SCHOOL,All Grades,2013-01-01,266,295.0,31.6,45.9,22.6
84M388,ST. HOPE LEADERSHIP ACADEMY CHARTER SCHOOL,7,2013-01-01,69,288.0,56.5,30.4,13.0
84M388,ST. HOPE LEADERSHIP ACADEMY CHARTER SCHOOL,8,2013-01-01,50,286.0,52.0,42.0,6.0
84R073,NEW WORLD PREPARATORY CHARTER SCHOOL,All Grades,2013-01-01,279,293.0,41.2,41.9,16.8
84K358,ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL,3,2013-01-01,76,310.0,11.8,43.4,44.7
84M388,ST. HOPE LEADERSHIP ACADEMY CHARTER SCHOOL,All Grades,2013-01-01,290,286.0,56.2,31.7,12.1
84M708,HARLEM PREP CHARTER SCHOOL,6,2013-01-01,107,296.0,25.2,50.5,24.3
84X185,BRONX LIGHTHOUSE CHARTER SCHOOL,7,2013-01-01,62,294.0,40.3,53.2,6.5
84M430,THE EQUITY PROJECT CHARTER SCHOOL (TEP),5,2013-01-01,121,293.0,50.4,31.4,18.2
84M708,HARLEM PREP CHARTER SCHOOL,5,2013-01-01,51,283.0,62.7,33.3,3.9
84K357,KIPP AMP CHARTER SCHOOL,All Grades,2013-01-01,319,294.0,37.0,48.0,15.0
84X718,BRONX CHARTER SCHOOL FOR BETTER LEARNING,5,2013-01-01,56,308.0,25.0,41.1,33.9
84M430,THE EQUITY PROJECT CHARTER SCHOOL (TEP),6,2013-01-01,121,293.0,33.1,52.9,14.0
84M430,THE EQUITY PROJECT CHARTER SCHOOL (TEP),7,2013-01-01,125,294.0,40.8,39.2,20.0
84M708,HARLEM PREP CHARTER SCHOOL,4,2013-01-01,51,299.0,29.4,43.1,27.5
84K357,KIPP AMP CHARTER SCHOOL,8,2013-01-01,55,314.0,7.3,54.5,38.2
84X717,ICAHN CHARTER SCHOOL,5,2013-01-01,33,328.0,3.0,24.2,72.7
84M708,HARLEM PREP CHARTER SCHOOL,3,2013-01-01,57,303.0,17.5,50.9,31.6
84X185,BRONX LIGHTHOUSE CHARTER SCHOOL,6,2013-01-01,91,307.0,14.3,53.8,31.9
84M430,THE EQUITY PROJECT CHARTER SCHOOL (TEP),8,2013-01-01,106,316.0,11.3,45.3,43.4
84M705,AMBER CHARTER SCHOOL,All Grades,2013-01-01,187,309.0,18.2,40.6,41.2
84Q170,PENINSULA PREPARATORY ACADEMY CHARTER SCHOOL,All Grades,2013-01-01,165,308.0,21.8,40.6,37.6
84Q304,VOICE CHARTER SCHOOL OF NEW YORK,3,2013-01-01,51,321.0,11.8,23.5,64.7
84K358,ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL,4,2013-01-01,82,308.0,14.6,43.9,41.5
84R073,NEW WORLD PREPARATORY CHARTER SCHOOL,8,2013-01-01,88,294.0,37.5,44.3,18.2
84M388,ST. HOPE LEADERSHIP ACADEMY CHARTER SCHOOL,6,2013-01-01,85,302.0,23.5,51.8,24.7
84K356,ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER SCHOOL,3,2013-01-01,83,312.0,10.8,45.8,43.4
84M726,KIPP STAR COLLEGE PREP CHARTER SCHOOL,5,2013-01-01,96,291.0,50.0,38.5,11.5
84M385,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 3,3,2013-01-01,125,333.0,2.4,17.6,80.0
84R067,JOHN W. LAVELLE PREPARATORY CHARTER SCHOOL,All Grades,2013-01-01,273,295.0,38.5,41.8,19.8
84K358,ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL,8,2013-01-01,65,329.0,3.1,30.8,66.2
84Q304,VOICE CHARTER SCHOOL OF NEW YORK,4,2013-01-01,59,303.0,16.9,45.8,37.3
84M385,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 3,4,2013-01-01,115,337.0,1.7,9.6,88.7
84M385,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 3,5,2013-01-01,72,338.0,4.2,19.4,76.4
84M709,HARLEM VILLAGE ACADEMY WEST CHARTER SCHOOL,All Grades,2013-01-01,286,307.0,22.0,47.9,30.1
84R073,NEW WORLD PREPARATORY CHARTER SCHOOL,6,2013-01-01,95,293.0,35.8,45.3,18.9
84K358,ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL,7,2013-01-01,72,318.0,8.3,47.2,44.4
84X717,ICAHN CHARTER SCHOOL,3,2013-01-01,34,314.0,11.8,32.4,55.9
84M385,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 3,All Grades,2013-01-01,312,335.0,2.6,15.1,82.4
84K357,KIPP AMP CHARTER SCHOOL,7,2013-01-01,88,291.0,43.2,47.7,9.1
84M709,HARLEM VILLAGE ACADEMY WEST CHARTER SCHOOL,8,2013-01-01,62,309.0,12.9,59.7,27.4
84K358,ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL,6,2013-01-01,79,333.0,2.5,27.8,69.6
84M386,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 4,4,2013-01-01,79,329.0,2.5,19.0,78.5
84X185,BRONX LIGHTHOUSE CHARTER SCHOOL,All Grades,2013-01-01,342,299.0,31.0,46.8,22.2
84M709,HARLEM VILLAGE ACADEMY WEST CHARTER SCHOOL,7,2013-01-01,75,301.0,32.0,46.7,21.3
84M386,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 4,5,2013-01-01,51,346.0,0.0,3.9,96.1
84X718,BRONX CHARTER SCHOOL FOR BETTER LEARNING,All Grades,2013-01-01,181,310.0,16.0,39.8,44.2
84K358,ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL,5,2013-01-01,75,300.0,30.7,46.7,22.7
84M709,HARLEM VILLAGE ACADEMY WEST CHARTER SCHOOL,6,2013-01-01,76,320.0,3.9,39.5,56.6
84R073,NEW WORLD PREPARATORY CHARTER SCHOOL,7,2013-01-01,96,291.0,50.0,36.5,13.5
84M386,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 4,All Grades,2013-01-01,208,334.0,1.4,15.4,83.2
84M709,HARLEM VILLAGE ACADEMY WEST CHARTER SCHOOL,5,2013-01-01,73,297.0,38.4,47.9,13.7
84M388,ST. HOPE LEADERSHIP ACADEMY CHARTER SCHOOL,5,2013-01-01,86,268.0,90.7,7.0,2.3
84M386,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 4,3,2013-01-01,78,331.0,1.3,19.2,79.5
84M430,THE EQUITY PROJECT CHARTER SCHOOL (TEP),All Grades,2013-01-01,473,298.0,34.7,42.1,23.3
84M705,AMBER CHARTER SCHOOL,5,2013-01-01,49,307.0,34.7,34.7,30.6
84M478,INWOOD ACADEMY FOR LEADERSHIP CHARTER SCHOOL,5,2013-01-01,104,279.0,72.1,20.2,7.7
84M482,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 5,3,2013-01-01,80,339.0,1.3,11.3,87.5
84M704,HARBOR SCIENCE AND ARTS CHARTER SCHOOL,4,2013-01-01,30,313.0,20.0,30.0,50.0
84X706,HARRIET TUBMAN CHARTER SCHOOL,6,2013-01-01,70,302.0,18.6,57.1,24.3
84Q706,OUR WORLD NEIGHBORHOOD CHARTER SCHOOL,7,2013-01-01,78,311.0,24.4,35.9,39.7
84K356,ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER SCHOOL,7,2013-01-01,76,313.0,22.4,40.8,36.8
84M482,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 5,All Grades,2013-01-01,80,339.0,1.3,11.3,87.5
84K355,WILLIAMSBURG COLLEGIATE CHARTER SCHOOL,7,2013-01-01,81,331.0,1.2,29.6,69.1
84M704,HARBOR SCIENCE AND ARTS CHARTER SCHOOL,3,2013-01-01,26,330.0,0.0,30.8,69.2
84M483,NEW YORK FRENCH AMERICAN CHARTER SCHOOL,3,2013-01-01,25,303.0,20.0,60.0,20.0
84M702,SISULU-WALKER CHARTER SCHOOL OF HARLEM,All Grades,2013-01-01,84,298.0,27.4,45.2,27.4
84K356,ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER SCHOOL,6,2013-01-01,92,307.0,21.7,40.2,38.0
84X717,ICAHN CHARTER SCHOOL,8,2013-01-01,30,320.0,0.0,53.3,46.7
84M481,DEMOCRACY PREP HARLEM CHARTER SCHOOL,All Grades,2013-01-01,330,295.0,36.7,45.2,18.2
84X177,MOTT HALL CHARTER SCHOOL,6,2013-01-01,107,285.0,43.0,47.7,9.3
84M702,SISULU-WALKER CHARTER SCHOOL OF HARLEM,5,2013-01-01,25,300.0,40.0,40.0,20.0
84K355,WILLIAMSBURG COLLEGIATE CHARTER SCHOOL,8,2013-01-01,68,337.0,0.0,17.6,82.4
84K356,ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER SCHOOL,5,2013-01-01,79,308.0,30.4,35.4,34.2
84X165,GRAND CONCOURSE CHARTER SCHOOL,All Grades,2013-01-01,142,317.0,2.8,46.5,50.7
84M483,NEW YORK FRENCH AMERICAN CHARTER SCHOOL,All Grades,2013-01-01,62,304.0,21.0,48.4,30.6
84K355,WILLIAMSBURG COLLEGIATE CHARTER SCHOOL,All Grades,2013-01-01,310,327.0,6.5,27.4,66.1
84M702,SISULU-WALKER CHARTER SCHOOL OF HARLEM,4,2013-01-01,24,303.0,4.2,62.5,33.3
84X165,GRAND CONCOURSE CHARTER SCHOOL,5,2013-01-01,33,326.0,3.0,33.3,63.6
84K356,ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER SCHOOL,4,2013-01-01,70,314.0,7.1,50.0,42.9
84M702,SISULU-WALKER CHARTER SCHOOL OF HARLEM,3,2013-01-01,35,294.0,34.3,37.1,28.6
84X165,GRAND CONCOURSE CHARTER SCHOOL,4,2013-01-01,37,315.0,2.7,54.1,43.2
84X717,ICAHN CHARTER SCHOOL,All Grades,2013-01-01,208,323.0,3.8,38.5,57.7
84M483,NEW YORK FRENCH AMERICAN CHARTER SCHOOL,4,2013-01-01,37,305.0,21.6,40.5,37.8
84M384,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 2,All Grades,2013-01-01,311,333.0,2.6,21.2,76.2
84M704,HARBOR SCIENCE AND ARTS CHARTER SCHOOL,5,2013-01-01,24,286.0,50.0,45.8,4.2
84X177,MOTT HALL CHARTER SCHOOL,All Grades,2013-01-01,107,285.0,43.0,47.7,9.3
84X185,BRONX LIGHTHOUSE CHARTER SCHOOL,5,2013-01-01,46,294.0,52.2,32.6,15.2
84X718,BRONX CHARTER SCHOOL FOR BETTER LEARNING,4,2013-01-01,62,316.0,6.5,37.1,56.5
84K357,KIPP AMP CHARTER SCHOOL,6,2013-01-01,86,303.0,15.1,64.0,20.9
84M705,AMBER CHARTER SCHOOL,4,2013-01-01,58,313.0,8.6,39.7,51.7
84M478,INWOOD ACADEMY FOR LEADERSHIP CHARTER SCHOOL,6,2013-01-01,116,286.0,45.7,44.0,10.3
84K333,EXPLORE EXCEED CHARTER SCHOOL,All Grades,2013-01-01,57,307.0,12.3,49.1,38.6
84Q706,OUR WORLD NEIGHBORHOOD CHARTER SCHOOL,6,2013-01-01,79,321.0,7.6,39.2,53.2
84M478,INWOOD ACADEMY FOR LEADERSHIP CHARTER SCHOOL,7,2013-01-01,111,306.0,25.2,45.9,28.8
84M705,AMBER CHARTER SCHOOL,3,2013-01-01,80,307.0,15.0,45.0,40.0
84M704,HARBOR SCIENCE AND ARTS CHARTER SCHOOL,All Grades,2013-01-01,170,309.0,20.6,44.1,35.3
84K357,KIPP AMP CHARTER SCHOOL,5,2013-01-01,90,275.0,70.0,28.9,1.1
84X717,ICAHN CHARTER SCHOOL,6,2013-01-01,35,335.0,0.0,22.9,77.1
84K356,ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER SCHOOL,8,2013-01-01,69,328.0,7.2,31.9,60.9
84M478,INWOOD ACADEMY FOR LEADERSHIP CHARTER SCHOOL,All Grades,2013-01-01,331,291.0,47.1,37.2,15.7
84M704,HARBOR SCIENCE AND ARTS CHARTER SCHOOL,8,2013-01-01,30,320.0,3.3,46.7,50.0
84Q704,MERRICK ACADEMY - QUEENS PUBLIC CHARTER SCHOOL,4,2013-01-01,72,300.0,22.2,43.1,34.7
84K355,WILLIAMSBURG COLLEGIATE CHARTER SCHOOL,5,2013-01-01,81,315.0,21.0,30.9,48.1
84X185,BRONX LIGHTHOUSE CHARTER SCHOOL,3,2013-01-01,46,300.0,37.0,26.1,37.0
84M481,DEMOCRACY PREP HARLEM CHARTER SCHOOL,6,2013-01-01,111,286.0,44.1,44.1,11.7
84M704,HARBOR SCIENCE AND ARTS CHARTER SCHOOL,7,2013-01-01,28,296.0,39.3,53.6,7.1
84K356,ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER SCHOOL,All Grades,2013-01-01,469,313.0,17.1,40.7,42.2
84M704,HARBOR SCIENCE AND ARTS CHARTER SCHOOL,6,2013-01-01,32,306.0,15.6,56.3,28.1
84X717,ICAHN CHARTER SCHOOL,7,2013-01-01,36,322.0,2.8,52.8,44.4
84M481,DEMOCRACY PREP HARLEM CHARTER SCHOOL,7,2013-01-01,110,292.0,45.5,41.8,12.7
84X718,BRONX CHARTER SCHOOL FOR BETTER LEARNING,3,2013-01-01,63,307.0,17.5,41.3,41.3
84K355,WILLIAMSBURG COLLEGIATE CHARTER SCHOOL,6,2013-01-01,80,328.0,2.5,30.0,67.5
84X185,BRONX LIGHTHOUSE CHARTER SCHOOL,4,2013-01-01,45,292.0,37.8,42.2,20.0
84K358,ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL,All Grades,2013-01-01,449,316.0,12.0,40.1,47.9
84X165,GRAND CONCOURSE CHARTER SCHOOL,3,2013-01-01,72,313.0,2.8,48.6,48.6
84X730,BRONX CHARTER SCHOOL FOR THE ARTS,All Grades,2013-01-01,148,303.0,28.4,40.5,31.1
84M726,KIPP STAR COLLEGE PREP CHARTER SCHOOL,All Grades,2013-01-01,305,301.0,33.1,43.6,23.3
84M351,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 1,6,2013-01-01,47,339.0,2.1,14.9,83.0
84X255,BRONX CHARTER SCHOOL FOR EXCELLENCE,5,2013-01-01,56,311.0,14.3,51.8,33.9
84Q170,PENINSULA PREPARATORY ACADEMY CHARTER SCHOOL,5,2013-01-01,59,307.0,30.5,39.0,30.5
84M861,FUTURE LEADERS INSTITUTE CHARTER SCHOOL,5,2013-01-01,44,282.0,68.2,25.0,6.8
84X255,BRONX CHARTER SCHOOL FOR EXCELLENCE,All Grades,2013-01-01,323,321.0,8.0,39.6,52.3
84X706,HARRIET TUBMAN CHARTER SCHOOL,7,2013-01-01,65,295.0,43.1,38.5,18.5
84M382,DREAM CHARTER SCHOOL,All Grades,2013-01-01,139,296.0,33.8,43.9,22.3
84Q706,OUR WORLD NEIGHBORHOOD CHARTER SCHOOL,All Grades,2013-01-01,468,315.0,15.6,37.8,46.6
84X255,BRONX CHARTER SCHOOL FOR EXCELLENCE,4,2013-01-01,56,338.0,1.8,16.1,82.1
84X255,BRONX CHARTER SCHOOL FOR EXCELLENCE,6,2013-01-01,55,321.0,5.5,36.4,58.2
84M726,KIPP STAR COLLEGE PREP CHARTER SCHOOL,8,2013-01-01,61,311.0,14.8,57.4,27.9
84M384,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 2,3,2013-01-01,132,335.0,3.0,17.4,79.5
84M351,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 1,5,2013-01-01,92,336.0,2.2,22.8,75.0
84M353,NEW HEIGHTS ACADEMY CHARTER SCHOOL,All Grades,2013-01-01,382,296.0,37.2,44.8,18.1
84R067,JOHN W. LAVELLE PREPARATORY CHARTER SCHOOL,8,2013-01-01,69,293.0,42.0,42.0,15.9
84M861,FUTURE LEADERS INSTITUTE CHARTER SCHOOL,4,2013-01-01,49,293.0,36.7,42.9,20.4
84X730,BRONX CHARTER SCHOOL FOR THE ARTS,4,2013-01-01,51,307.0,19.6,39.2,41.2
84Q304,VOICE CHARTER SCHOOL OF NEW YORK,5,2013-01-01,39,316.0,10.3,59.0,30.8
84Q083,CENTRAL QUEENS ACADEMY CHARTER SCHOOL,5,2013-01-01,110,311.0,27.3,29.1,43.6
84X706,HARRIET TUBMAN CHARTER SCHOOL,8,2013-01-01,65,298.0,29.2,49.2,21.5
84K360,LAUNCH EXPEDITIONARY LEARNING CHARTER SCHOOL,All Grades,2013-01-01,105,276.0,55.2,40.0,4.8
84M382,DREAM CHARTER SCHOOL,4,2013-01-01,49,291.0,36.7,42.9,20.4
