DBN,Year,Not_Meeting_Pct,Partially_Meeting_Pct,Meeting_Pct
84K536,2014-01-01,18.433333333333334,31.36666666666667,50.199999999999996
84K536,2015-01-01,25.314285714285717,29.599999999999998,45.08571428571429
84K536,2016-01-01,22.185714285714287,34.542857142857144,43.25714285714285
84K536,2017-01-01,24.585714285714285,27.900000000000006,47.50000000000001
84K536,2018-01-01,18.485714285714284,25.185714285714287,56.357142857142854
84K536,2019-01-01,16.92857142857143,23.17142857142857,59.94285714285714
84K538,2013-01-01,7.314285714285715,35.47142857142857,57.199999999999996
84K538,2014-01-01,7.714285714285714,27.74285714285714,64.52857142857144
84K538,2015-01-01,5.185714285714286,29.099999999999998,65.74285714285715
84K538,2016-01-01,3.8999999999999995,14.914285714285715,81.18571428571428
84K538,2017-01-01,2.5714285714285716,14.014285714285714,83.38571428571429
84K538,2018-01-01,3.0571428571428574,8.071428571428573,88.88571428571427
84K538,2019-01-01,4.057142857142858,9.071428571428571,86.85714285714288
84K593,2013-01-01,9.728571428571428,44.0,46.24285714285714
84K593,2014-01-01,12.357142857142856,33.37142857142857,54.24285714285715
84K593,2015-01-01,12.940000000000001,25.48,61.539999999999985
84K593,2016-01-01,11.466666666666667,25.400000000000002,63.13333333333333
84K593,2017-01-01,9.166666666666666,23.683333333333334,67.11666666666666
84K593,2018-01-01,14.416666666666666,20.51666666666667,65.06666666666668
84K593,2019-01-01,9.666666666666666,22.066666666666666,68.28333333333333
84K608,2013-01-01,16.240000000000002,45.98,37.760000000000005
84K608,2014-01-01,11.9,37.42,50.660000000000004
84K608,2015-01-01,16.425,29.45,54.099999999999994
84K608,2016-01-01,18.1,33.575,48.325
84K608,2017-01-01,19.175,37.35,43.5
84K608,2018-01-01,24.325000000000003,29.049999999999997,46.599999999999994
84K608,2019-01-01,20.25,25.275,54.425
84K626,2013-01-01,18.625,44.075,37.324999999999996
84K626,2014-01-01,12.799999999999999,34.38,52.82000000000001
84K626,2015-01-01,21.8,37.85,40.36666666666667
84K626,2016-01-01,14.314285714285713,30.071428571428573,55.60000000000001
84K626,2017-01-01,8.357142857142858,30.114285714285717,61.528571428571425
84K626,2018-01-01,10.328571428571431,23.2,66.5
84K626,2019-01-01,3.985714285714286,20.24285714285714,75.75714285714287
84K648,2013-01-01,12.34,47.2,40.5
84K648,2014-01-01,14.34,34.620000000000005,51.040000000000006
84K648,2015-01-01,20.925,38.15,40.95
84K648,2016-01-01,22.3,34.825,42.9
84K648,2017-01-01,18.549999999999997,35.05,46.39999999999999
84K648,2018-01-01,15.0,30.299999999999997,54.699999999999996
84K648,2019-01-01,12.399999999999999,23.7,63.900000000000006
84K649,2013-01-01,33.6,45.2,21.15
84K649,2014-01-01,17.55,33.55,48.925
84K649,2015-01-01,25.25,31.375,43.425
84K649,2016-01-01,33.575,37.300000000000004,29.1
84K649,2017-01-01,32.0,31.575000000000003,36.425000000000004
84K649,2018-01-01,38.849999999999994,28.000000000000004,33.125
84K649,2019-01-01,26.6,31.299999999999997,42.150000000000006
84K651,2013-01-01,7.55,35.400000000000006,57.05
84K651,2014-01-01,12.86,34.66,52.5
84K651,2015-01-01,18.099999999999998,40.51666666666667,41.38333333333333
84K651,2016-01-01,23.057142857142857,37.6,39.371428571428574
84K651,2017-01-01,19.642857142857142,30.671428571428574,49.67142857142858
84K651,2018-01-01,20.4,21.557142857142857,58.028571428571425
84K651,2019-01-01,17.62857142857143,27.585714285714285,54.82857142857142
84K652,2013-01-01,30.579999999999995,46.980000000000004,22.419999999999998
84K652,2014-01-01,30.116666666666664,45.583333333333336,24.28333333333333
84K652,2015-01-01,32.385714285714286,40.9,26.75714285714286
84K652,2016-01-01,23.914285714285718,36.48571428571429,39.6
84K652,2017-01-01,17.97142857142857,30.714285714285715,51.371428571428574
84K652,2018-01-01,10.75,19.316666666666666,69.91666666666667
84K652,2019-01-01,9.833333333333334,15.583333333333334,74.56666666666666
84K680,2016-01-01,8.3,31.3,60.4
84K680,2017-01-01,4.266666666666667,20.066666666666666,75.66666666666667
84K680,2018-01-01,7.425,21.825000000000003,70.75
84K680,2019-01-01,6.9399999999999995,18.939999999999998,74.12
84K701,2013-01-01,12.75,45.775,41.474999999999994
84K701,2014-01-01,10.674999999999999,50.05,39.3
84K701,2015-01-01,33.925,32.225,33.85
84K701,2016-01-01,31.549999999999997,37.125,31.325000000000003
84K701,2017-01-01,14.524999999999999,33.275,52.224999999999994
84K701,2018-01-01,10.5,22.15,67.35
84K701,2019-01-01,15.05,32.25,52.725
84K702,2013-01-01,32.51428571428571,38.857142857142854,28.642857142857142
84K702,2014-01-01,23.62857142857143,41.68571428571429,34.67142857142857
84K702,2015-01-01,24.97142857142857,40.98571428571429,34.04285714285714
84K702,2016-01-01,34.385714285714286,40.34285714285714,25.25714285714286
84K702,2017-01-01,40.92857142857143,36.2,22.87142857142857
84K702,2018-01-01,36.82857142857143,30.657142857142862,32.48571428571429
84K702,2019-01-01,25.62857142857143,26.25714285714286,48.08571428571429
84K704,2013-01-01,12.671428571428569,44.42857142857143,42.89999999999999
84K704,2014-01-01,11.828571428571427,35.71428571428571,52.48571428571428
84K704,2015-01-01,27.842857142857138,38.62857142857143,33.5
84K704,2016-01-01,34.74285714285714,34.92857142857143,30.328571428571426
84K704,2017-01-01,42.54285714285714,34.771428571428565,22.657142857142862
84K704,2018-01-01,23.857142857142858,31.071428571428573,45.08571428571429
84K704,2019-01-01,15.799999999999999,27.785714285714285,56.39999999999999
84K707,2013-01-01,15.175,36.5,48.375
84K707,2014-01-01,14.450000000000001,34.65,50.9
84K707,2015-01-01,10.9,36.325,52.775
84K707,2016-01-01,12.075000000000001,41.275,46.625
84K707,2017-01-01,7.6,31.880000000000003,60.52
84K707,2018-01-01,9.85,21.0,69.15
84K707,2019-01-01,13.675,20.625,65.75
84K710,2013-01-01,12.68,45.86,41.43999999999999
84K710,2014-01-01,14.280000000000001,40.379999999999995,45.36
84K710,2015-01-01,24.450000000000003,37.775,37.8
84K710,2016-01-01,31.5,43.025,25.475
84K710,2017-01-01,27.375,35.825,36.775
84K710,2018-01-01,31.1,22.425,46.475
84K710,2019-01-01,31.275,25.424999999999997,43.3
84K711,2013-01-01,27.8,46.1,26.133333333333336
84K711,2014-01-01,15.125000000000002,28.075,56.825
84K711,2015-01-01,12.42,22.040000000000003,65.53999999999999
84K711,2016-01-01,11.949999999999998,28.733333333333334,59.33333333333334
84K711,2017-01-01,14.366666666666667,26.883333333333336,58.76666666666666
84K711,2018-01-01,11.433333333333335,19.366666666666667,69.2
84K711,2019-01-01,9.916666666666666,19.166666666666668,70.89999999999999
84K712,2013-01-01,3.6333333333333333,27.766666666666666,68.63333333333334
84K712,2014-01-01,9.45,16.275,74.27499999999999
84K712,2015-01-01,5.5200000000000005,18.160000000000004,76.32000000000001
84K712,2016-01-01,5.5,24.78333333333333,69.7
84K712,2017-01-01,5.966666666666668,25.916666666666668,68.08333333333333
84K712,2018-01-01,8.533333333333333,17.666666666666668,73.8
84K712,2019-01-01,10.000000000000002,24.25,65.75
84K724,2014-01-01,28.0,47.6,24.4
84K724,2015-01-01,21.7,29.766666666666666,48.53333333333333
84K724,2016-01-01,13.225,44.075,42.775000000000006
84K724,2017-01-01,18.620000000000005,29.6,51.8
84K724,2018-01-01,13.866666666666667,18.816666666666666,67.31666666666668
84K724,2019-01-01,8.15,22.533333333333335,69.3
84K730,2013-01-01,38.7,42.4,18.900000000000002
84K730,2014-01-01,32.574999999999996,46.0,21.424999999999997
84K730,2015-01-01,36.275,46.099999999999994,17.625
84K730,2016-01-01,35.025,38.625,26.349999999999998
84K730,2017-01-01,32.575,39.025000000000006,28.374999999999996
84K730,2018-01-01,37.775,32.9,29.299999999999997
84K730,2019-01-01,44.974999999999994,26.225,28.775
84K731,2013-01-01,38.2,42.214285714285715,19.585714285714285
84K731,2014-01-01,42.714285714285715,32.285714285714285,25.042857142857144
84K731,2015-01-01,44.871428571428574,36.08571428571428,19.057142857142853
84K731,2016-01-01,38.628571428571426,35.34285714285715,26.042857142857148
84K731,2017-01-01,35.642857142857146,33.07142857142857,31.299999999999994
84K731,2018-01-01,23.728571428571428,28.27142857142857,48.028571428571425
84K731,2019-01-01,17.185714285714283,29.128571428571433,53.685714285714276
84K736,2016-01-01,47.4,35.1,17.5
84K736,2017-01-01,48.53333333333333,35.766666666666666,15.699999999999998
84K736,2018-01-01,31.525,28.775000000000002,39.7
84K736,2019-01-01,30.675,30.450000000000003,38.900000000000006
84K737,2013-01-01,14.033333333333331,46.5,39.43333333333333
84K737,2014-01-01,25.974999999999998,46.25,27.725
84K737,2015-01-01,26.46,39.88,33.64
84K737,2016-01-01,27.55,36.51666666666667,35.98333333333333
84K737,2017-01-01,22.628571428571426,33.0,44.38571428571429
84K737,2018-01-01,16.871428571428574,21.442857142857143,61.671428571428564
84K737,2019-01-01,12.385714285714286,17.914285714285715,69.72857142857143
84K740,2013-01-01,33.00000000000001,46.76666666666667,20.266666666666666
84K740,2014-01-01,24.971428571428568,46.771428571428565,28.27142857142857
84K740,2015-01-01,23.24285714285714,44.98571428571429,31.77142857142857
84K740,2016-01-01,21.071428571428573,45.88571428571429,33.07142857142857
84K740,2017-01-01,26.7,36.92857142857143,36.39999999999999
84K740,2018-01-01,23.057142857142857,37.2,39.771428571428565
84K740,2019-01-01,22.714285714285715,32.18571428571429,45.114285714285714
84K741,2016-01-01,0.0,0.0,100.0
84K741,2017-01-01,0.0,0.8333333333333334,99.16666666666667
84K741,2018-01-01,0.0,1.4,98.6
84K741,2019-01-01,0.48,0.7,98.82000000000001
84K742,2013-01-01,30.875,32.6,36.525
84K742,2014-01-01,31.240000000000002,36.739999999999995,32.02
84K742,2015-01-01,45.68333333333334,31.8,22.53333333333333
84K742,2016-01-01,38.74285714285714,30.928571428571434,30.314285714285713
84K742,2017-01-01,38.61428571428571,34.75714285714286,26.628571428571426
84K742,2018-01-01,32.371428571428574,29.61428571428571,38.028571428571425
84K742,2019-01-01,23.357142857142858,23.47142857142857,53.15714285714286
84K744,2013-01-01,25.54,34.660000000000004,39.8
84K744,2014-01-01,24.6,32.62,42.760000000000005
84K744,2015-01-01,18.840000000000003,40.0,41.16
84K744,2016-01-01,24.66,36.38,39.0
84K744,2017-01-01,16.46666666666667,33.233333333333334,50.28333333333333
84K744,2018-01-01,19.699999999999996,28.614285714285717,51.65714285714286
84K744,2019-01-01,17.271428571428572,29.071428571428573,53.65714285714285
84K746,2013-01-01,26.233333333333334,37.93333333333333,35.86666666666667
84K746,2014-01-01,18.799999999999997,29.074999999999996,52.125
84K746,2015-01-01,13.575,22.3,64.15
84K746,2016-01-01,17.9,27.619999999999997,54.5
84K746,2017-01-01,19.916666666666668,33.53333333333334,46.6
84K746,2018-01-01,33.87142857142857,21.571428571428573,44.57142857142857
84K746,2019-01-01,30.67142857142857,23.47142857142857,45.9
84K752,2016-01-01,0.0,0.0,100.0
84K752,2017-01-01,0.6666666666666666,4.233333333333333,95.13333333333333
84K752,2018-01-01,0.0,1.5333333333333332,98.46666666666665
84K752,2019-01-01,0.0,0.0,100.0
84K756,2016-01-01,0.0,1.9,98.1
84K756,2017-01-01,0.0,4.333333333333333,95.66666666666667
84K756,2018-01-01,0.0,2.82,97.17999999999999
84K756,2019-01-01,0.0,0.44999999999999996,99.55
84K757,2014-01-01,61.1,29.8,9.2
84K757,2015-01-01,50.0,33.0,16.966666666666665
84K757,2016-01-01,47.775,38.075,14.149999999999999
84K757,2017-01-01,39.6,38.949999999999996,21.475
84K757,2018-01-01,45.775,33.625,20.625
84K757,2019-01-01,44.05,28.875,27.05
84K758,2014-01-01,30.0,45.4,24.6
84K758,2015-01-01,30.599999999999998,48.43333333333333,20.966666666666665
84K758,2016-01-01,30.225,47.474999999999994,22.325000000000003
84K758,2017-01-01,38.150000000000006,40.1,21.725
84K758,2018-01-01,27.725,38.5,33.75
84K758,2019-01-01,41.3,27.825,30.825
84K759,2016-01-01,15.2,28.6,56.2
84K759,2017-01-01,9.9,28.2,61.86666666666667
84K759,2018-01-01,9.325,16.75,73.95
84K759,2019-01-01,10.36,16.68,72.91999999999999
84K766,2018-01-01,3.2,29.0,67.7
84K766,2019-01-01,12.966666666666669,34.1,52.93333333333334
84K769,2013-01-01,21.9,48.4,29.7
84K769,2014-01-01,26.566666666666666,52.06666666666666,21.366666666666664
84K769,2015-01-01,29.875,46.475,23.650000000000002
84K769,2016-01-01,24.299999999999997,46.824999999999996,28.85
84K769,2017-01-01,28.775,44.775000000000006,26.450000000000003
84K769,2018-01-01,21.275,33.0,45.75
84K769,2019-01-01,26.4,30.419999999999998,43.199999999999996
84K772,2017-01-01,0.0,2.2,97.8
84K772,2018-01-01,0.0,1.1,98.89999999999999
84K772,2019-01-01,0.0,0.0,100.0
84K774,2013-01-01,12.5,51.6,35.9
84K774,2014-01-01,11.699999999999998,51.46666666666667,36.833333333333336
84K774,2015-01-01,18.675,32.675000000000004,48.65
84K774,2016-01-01,13.419999999999998,26.860000000000003,59.739999999999995
84K774,2017-01-01,5.583333333333333,24.28333333333333,70.13333333333334
84K774,2018-01-01,7.542857142857143,13.099999999999998,79.37142857142858
84K774,2019-01-01,4.571428571428571,10.757142857142856,84.6857142857143
84K775,2013-01-01,0.0,20.0,80.0
84K775,2014-01-01,9.125,12.3,78.575
84K775,2015-01-01,7.1,15.38,77.5
84K775,2016-01-01,5.8999999999999995,16.316666666666666,77.78333333333333
84K775,2017-01-01,5.8500000000000005,16.333333333333332,77.81666666666666
84K775,2018-01-01,6.6499999999999995,13.683333333333335,79.66666666666667
84K775,2019-01-01,5.066666666666666,21.566666666666666,73.35000000000001
84K777,2013-01-01,13.975,43.55,42.475
84K777,2014-01-01,10.86,33.36,55.779999999999994
84K777,2015-01-01,15.075,38.625,46.300000000000004
84K777,2016-01-01,17.95,31.400000000000002,50.625
84K777,2017-01-01,16.725,26.65,56.65
84K777,2018-01-01,18.375,25.425000000000004,56.224999999999994
84K777,2019-01-01,14.25,23.724999999999998,62.025
84K780,2013-01-01,16.4,35.825,47.75
84K780,2014-01-01,17.68,34.46,47.86
84K780,2015-01-01,24.4,37.5,38.1
84K780,2016-01-01,25.85,37.7,36.4
84K780,2017-01-01,21.666666666666668,37.43333333333334,40.93333333333334
84K780,2018-01-01,21.224999999999998,24.099999999999998,54.7
84K780,2019-01-01,18.349999999999998,21.45,60.14999999999999
84K781,2017-01-01,0.0,1.7,98.3
84K781,2018-01-01,0.0,0.0,100.0
84K781,2019-01-01,0.0,0.55,99.44999999999999
84K782,2013-01-01,28.25,45.225,26.55
84K782,2014-01-01,35.82,40.260000000000005,23.94
84K782,2015-01-01,36.88333333333333,37.71666666666667,25.400000000000002
84K782,2016-01-01,38.1,44.728571428571435,17.17142857142857
84K782,2017-01-01,41.0,31.042857142857144,27.985714285714284
84K782,2018-01-01,42.1,24.642857142857142,33.285714285714285
84K782,2019-01-01,21.199999999999996,24.3,54.5
84K784,2017-01-01,2.4,7.1,90.6
84K784,2018-01-01,2.9,13.799999999999999,83.3
84K784,2019-01-01,3.225,7.725,89.1
84K785,2013-01-01,42.6,38.3,19.1
84K785,2014-01-01,43.4,32.53333333333333,24.03333333333333
84K785,2015-01-01,23.125,32.775,44.1
84K785,2016-01-01,11.7,16.825000000000003,71.44999999999999
84K785,2017-01-01,7.725,24.875,67.4
84K785,2018-01-01,5.9,22.175,71.95
84K785,2019-01-01,9.3,16.85,73.85
84K788,2017-01-01,6.8,26.1,67.0
84K788,2018-01-01,7.733333333333334,22.133333333333336,70.13333333333333
84K788,2019-01-01,11.649999999999999,21.5,66.85
84K789,2017-01-01,61.4,27.3,11.4
84K789,2018-01-01,30.266666666666666,29.53333333333333,40.13333333333333
84K789,2019-01-01,34.125,15.8,50.050000000000004
84K790,2017-01-01,15.9,34.1,50.0
84K790,2018-01-01,18.233333333333334,34.46666666666667,47.26666666666667
84K790,2019-01-01,16.65,18.925,64.42500000000001
84K791,2013-01-01,26.1,40.9,32.975
84K791,2014-01-01,22.740000000000002,40.580000000000005,36.7
84K791,2015-01-01,27.5,33.166666666666664,39.349999999999994
84K791,2016-01-01,24.2,39.771428571428565,36.028571428571425
84K791,2017-01-01,24.22857142857143,32.17142857142857,43.58571428571429
84K791,2018-01-01,31.08571428571429,26.58571428571429,42.300000000000004
84K791,2019-01-01,36.699999999999996,24.271428571428572,39.042857142857144
84K792,2013-01-01,27.7,52.3,20.0
84K792,2014-01-01,48.4,38.5,13.033333333333333
84K792,2015-01-01,39.925,35.825,24.249999999999996
84K792,2016-01-01,33.25,42.875,23.875
84K792,2017-01-01,36.525000000000006,42.2,21.299999999999997
84K792,2018-01-01,31.4,39.42,29.18
84K792,2019-01-01,28.525000000000002,40.175,31.275
84K793,2013-01-01,13.3,56.7,30.0
84K793,2014-01-01,20.299999999999997,44.166666666666664,35.53333333333334
84K793,2015-01-01,21.225,42.325,36.425
84K793,2016-01-01,22.54,36.56,40.9
84K793,2017-01-01,18.15,28.949999999999992,52.9
84K793,2018-01-01,15.928571428571427,20.17142857142857,63.91428571428571
84K793,2019-01-01,11.928571428571429,16.15714285714286,71.91428571428571
84K803,2015-01-01,32.2,42.4,25.4
84K803,2016-01-01,24.733333333333334,37.03333333333333,38.199999999999996
84K803,2017-01-01,38.35,38.25,23.4
84K803,2018-01-01,38.5,35.949999999999996,25.575000000000003
84K803,2019-01-01,42.87499999999999,30.250000000000004,26.925
84K807,2017-01-01,57.1,23.2,19.6
84K807,2018-01-01,38.166666666666664,41.6,20.233333333333334
84K807,2019-01-01,37.925,36.875,25.2
84K876,2017-01-01,23.0,24.6,52.5
84K876,2018-01-01,29.933333333333326,24.96666666666667,45.1
84K876,2019-01-01,15.55,25.1,59.35
84K879,2017-01-01,19.8,37.2,43.0
84K879,2018-01-01,6.74,19.6,73.67999999999999
84K879,2019-01-01,6.871428571428571,17.057142857142857,76.05714285714285
84K882,2019-01-01,0.0,0.0,100.0
84K886,2019-01-01,0.0,0.0,100.0
84K911,2019-01-01,25.5,27.5,47.1
84K912,2019-01-01,34.733333333333334,33.76666666666667,31.5
84M065,2013-01-01,18.3,49.5,32.1
84M065,2014-01-01,11.766666666666666,40.23333333333333,48.0
84M065,2015-01-01,15.475,42.8,41.724999999999994
84M065,2016-01-01,13.549999999999999,45.125,41.3
84M065,2017-01-01,18.549999999999997,45.7,35.7
84M065,2018-01-01,19.25,34.6,46.175
84M065,2019-01-01,23.1,33.975,42.900000000000006
84M068,2013-01-01,34.0,35.0,31.0
84M068,2014-01-01,16.833333333333332,32.93333333333333,50.26666666666667
84M068,2015-01-01,19.580000000000002,35.739999999999995,44.660000000000004
84M068,2016-01-01,14.442857142857141,32.31428571428572,53.27142857142858
84M068,2017-01-01,12.271428571428572,24.928571428571427,62.78571428571428
84M068,2018-01-01,8.857142857142858,18.928571428571427,72.2
84M068,2019-01-01,8.857142857142856,17.357142857142858,73.79999999999998
84M080,2015-01-01,2.9,48.6,48.6
84M080,2016-01-01,12.199999999999998,35.53333333333333,52.23333333333333
84M080,2017-01-01,26.825,44.050000000000004,29.125
84M080,2018-01-01,24.175,35.4,40.45
84M080,2019-01-01,20.125,29.025,50.849999999999994
84M085,2015-01-01,59.7,30.6,9.7
84M085,2016-01-01,50.23333333333333,29.53333333333333,20.299999999999997
84M085,2017-01-01,41.15,25.450000000000003,33.375
84M085,2018-01-01,30.75,27.875,41.35
84M085,2019-01-01,17.85,24.275,57.875
84M100,2015-01-01,3.2,17.7,79.0
84M100,2016-01-01,3.2999999999999994,21.3,75.4
84M100,2017-01-01,3.3,24.875,71.82499999999999
84M100,2018-01-01,7.960000000000001,19.56,72.47999999999999
84M100,2019-01-01,6.8999999999999995,15.683333333333332,77.41666666666666
84M168,2016-01-01,32.0,32.0,36.0
84M168,2017-01-01,24.73333333333333,33.53333333333333,41.73333333333333
84M168,2018-01-01,31.125,29.775,39.099999999999994
84M168,2019-01-01,29.619999999999997,30.6,39.760000000000005
84M170,2016-01-01,0.0,0.0,100.0
84M170,2017-01-01,0.0,0.8666666666666666,99.13333333333333
84M170,2018-01-01,0.0,0.5666666666666668,99.43333333333334
84M170,2019-01-01,0.0,0.5666666666666668,99.43333333333334
84M174,2016-01-01,0.0,1.2,98.8
84M174,2017-01-01,0.0,6.366666666666667,93.66666666666667
84M174,2018-01-01,0.26,0.5599999999999999,99.17999999999999
84M174,2019-01-01,0.21666666666666667,0.8833333333333334,98.89999999999999
84M186,2016-01-01,17.3,53.8,28.8
84M186,2017-01-01,30.133333333333336,22.033333333333335,47.79999999999999
84M186,2018-01-01,35.64999999999999,21.000000000000004,43.325
84M186,2019-01-01,34.46,26.76,38.779999999999994
84M202,2014-01-01,14.1,30.8,55.1
84M202,2015-01-01,25.03333333333333,28.8,46.199999999999996
84M202,2016-01-01,31.950000000000003,38.14999999999999,29.875
84M202,2017-01-01,32.2,37.75,30.025
84M202,2018-01-01,34.875,30.375000000000004,34.775000000000006
84M202,2019-01-01,52.325,22.900000000000002,24.775
84M204,2017-01-01,48.9,41.5,9.633333333333333
84M204,2018-01-01,38.025,38.125,23.824999999999996
84M204,2019-01-01,47.6,38.975,13.425
84M263,2017-01-01,19.1,47.2,33.7
84M263,2018-01-01,31.666666666666668,31.5,36.833333333333336
84M263,2019-01-01,32.7,36.4,30.925
